p,R_0_2,Ieq_obt_1,Ieq_obt_2,Seq_obt_1,Seq_obt_2
0.78,4.1,0.327564103,0.350135487,0.218376068,0.112946931
0.78,4.25,0.327564103,0.345613029,0.218376068,0.106342471
0.78,4.4,0.327564103,0.341211813,0.218376068,0.100356416
0.78,4.55,0.327564103,0.336959389,0.218376068,0.094918138
0.78,4.7,0.327564103,0.332873795,0.218376068,0.089965891
0.78,4.85,0.327564103,0.328965698,0.218376068,0.085445636
0.78,5,0.327564103,0.325240142,0.218376068,0.081310036
0.78,5.15,0.327564103,0.321697961,0.218376068,0.077517581
0.78,5.3,0.327564103,0.318336892,0.218376068,0.074031835
0.78,5.45,0.327564103,0.315152464,0.218376068,0.070820778
0.78,5.6,0.327564103,0.31213868,0.218376068,0.067856235
0.78,5.75,0.327564103,0.309288545,0.218376068,0.065113378
0.78,5.9,0.327564103,0.306594467,0.218376068,0.062570299
0.78,6.05,0.327564103,0.304048553,0.218376068,0.060207634
0.78,6.2,0.327564103,0.301642835,0.218376068,0.058008238
0.78,6.35,0.327564103,0.299369429,0.218376068,0.055956903
0.78,6.5,0.327564103,0.297220644,0.218376068,0.054040117
0.78,6.65,0.327564103,0.29518906,0.218376068,0.052245851
0.78,6.8,0.327564103,0.293267583,0.218376068,0.050563376
0.78,6.95,0.327564103,0.291449465,0.218376068,0.048983103
0.78,7.1,0.327564103,0.289728328,0.218376068,0.047496447
0.78,7.25,0.327564103,0.28809816,0.218376068,0.046095706
0.78,7.4,0.327564103,0.286553314,0.218376068,0.044773955
0.78,7.55,0.327564103,0.2850885,0.218376068,0.043524962
0.78,7.7,0.327564103,0.283698766,0.218376068,0.042343099
0.78,7.85,0.327564103,0.282379486,0.218376068,0.041223283
0.78,8,0.327564103,0.281126344,0.218376068,0.040160906
0.8,0.5,0.334375,4.85E-15,0.222916667,0.861542346
0.8,0.65,0.334375,1.32E-14,0.222916667,0.861542346
0.8,0.8,0.334375,-3.80E-13,0.222916667,0.861542346
0.8,0.95,0.334375,1.57E-06,0.222916667,0.861540504
0.8,1.1,0.334375,0.076961076,0.222916667,0.76961076
0.8,1.25,0.334375,0.164779578,0.222916667,0.659118312
0.8,1.4,0.334375,0.22886791,0.222916667,0.572169774
0.8,1.55,0.334375,0.276093313,0.222916667,0.501987841
0.8,1.7,0.334375,0.31093299,0.222916667,0.444189985
0.8,1.85,0.334375,0.336444501,0.222916667,0.39581706
0.8,2,0.334375,0.354798855,0.222916667,0.354798855
0.8,2.15,0.334375,0.367589682,0.222916667,0.319643202
0.8,2.3,0.334375,0.376020582,0.222916667,0.289246602
0.8,2.45,0.334375,0.381022745,0.222916667,0.262774307
0.8,2.6,0.334375,0.383331001,0.222916667,0.239581876
0.8,2.75,0.334375,0.383534207,0.222916667,0.219162404
0.8,2.9,0.334375,0.382109414,0.222916667,0.201110218
0.8,3.05,0.334375,0.37944558,0.222916667,0.185095405
0.8,3.2,0.334375,0.375860502,0.222916667,0.170845683
0.8,3.35,0.334375,0.371613333,0.222916667,0.158133333
0.8,3.5,0.334375,0.366914212,0.222916667,0.146765685
0.8,3.65,0.334375,0.361931999,0.222916667,0.136578113
0.8,3.8,0.334375,0.356800741,0.222916667,0.127428836
0.8,3.95,0.334375,0.351625212,0.222916667,0.119194987
0.8,4.1,0.334375,0.346485764,0.222916667,0.111769601
0.8,4.25,0.334375,0.341442567,0.222916667,0.105059251
0.8,4.4,0.334375,0.336539326,0.222916667,0.098982155
0.8,4.55,0.334375,0.331806483,0.222916667,0.093466615
0.8,4.7,0.334375,0.327263961,0.222916667,0.088449719
0.8,4.85,0.334375,0.322923468,0.222916667,0.083876225
0.8,5,0.334375,0.318790402,0.222916667,0.0796976
0.8,5.15,0.334375,0.314865414,0.222916667,0.075871184
0.8,5.3,0.334375,0.311145663,0.222916667,0.072359456
0.8,5.45,0.334375,0.307625805,0.222916667,0.069129394
0.8,5.6,0.334375,0.304298778,0.222916667,0.066151908
0.8,5.75,0.334375,0.301156403,0.222916667,0.063401348
0.8,5.9,0.334375,0.298189839,0.222916667,0.060855069
0.8,6.05,0.334375,0.295389928,0.222916667,0.058493055
0.8,6.2,0.334375,0.292747449,0.222916667,0.056297586
0.8,6.35,0.334375,0.290253298,0.222916667,0.054252953
0.8,6.5,0.334375,0.28789862,0.222916667,0.052345204
0.8,6.65,0.334375,0.285674891,0.222916667,0.050561928
0.8,6.8,0.334375,0.283573975,0.222916667,0.048892065
0.8,6.95,0.334375,0.281588157,0.222916667,0.047325741
0.8,7.1,0.334375,0.279710156,0.222916667,0.045854124
0.8,7.25,0.334375,0.277933126,0.222916667,0.0444693
0.8,7.4,0.334375,0.27625065,0.222916667,0.043164164
0.8,7.55,0.334375,0.274656727,0.222916667,0.041932325
0.8,7.7,0.334375,0.273145755,0.222916667,0.040768023
0.8,7.85,0.334375,0.271712509,0.222916667,0.03966606
0.8,8,0.334375,0.270352123,0.222916667,0.038621732
0.82,0.5,0.340853659,6.77E-15,0.227235772,0.864179747
0.82,0.65,0.340853659,-1.58E-13,0.227235772,0.864179747
0.82,0.8,0.340853659,-6.11E-13,0.227235772,0.864179747
0.82,0.95,0.340853658,1.61E-06,0.227235772,0.864177863
0.82,1.1,0.340853659,0.077217005,0.227235772,0.772170044
0.82,1.25,0.340853659,0.165386634,0.227235772,0.661546537
0.82,1.4,0.340853659,0.229780059,0.227235772,0.574450146
0.82,1.55,0.340853659,0.277257021,0.227235772,0.504103675
0.82,1.7,0.340853659,0.312287532,0.227235772,0.446125045
0.82,1.85,0.340853659,0.337922566,0.227235772,0.39755596
0.82,2,0.340853659,0.356327506,0.227235772,0.356327506
0.82,2.15,0.340853659,0.369091687,0.227235772,0.320949293
0.82,2.3,0.340853659,0.377416099,0.227235772,0.290320076
0.82,2.45,0.340853659,0.382231326,0.227235772,0.263607811
0.82,2.6,0.340853659,0.384273806,0.227235772,0.240171129
0.82,2.75,0.340853659,0.384136311,0.227235772,0.219506463
0.82,2.9,0.340853659,0.382302022,0.227235772,0.201211591
0.82,3.05,0.340853659,0.379167995,0.227235772,0.184959997
0.82,3.2,0.340853659,0.375061677,0.227235772,0.17048258
0.82,3.35,0.340853659,0.370252893,0.227235772,0.157554422
0.82,3.5,0.340853659,0.364962893,0.227235772,0.145985157
0.82,3.65,0.340853659,0.359371514,0.227235772,0.135611892
0.82,3.8,0.340853659,0.353623128,0.227235772,0.126293974
0.82,3.95,0.340853659,0.347831799,0.227235772,0.117909084
0.82,4.1,0.340853659,0.342085857,0.227235772,0.110350276
0.82,4.25,0.340853659,0.336452017,0.227235772,0.103523697
0.82,4.4,0.340853659,0.330979078,0.227235772,0.097346788
0.82,4.55,0.340853659,0.32570121,0.227235772,0.09174682
0.82,4.7,0.340853659,0.320640832,0.227235772,0.086659684
0.82,4.85,0.340853659,0.315811093,0.227235772,0.082028855
0.82,5,0.340853659,0.311217966,0.227235772,0.077804492
0.82,5.15,0.340853659,0.306861991,0.227235772,0.073942648
0.82,5.3,0.340853659,0.302739689,0.227235772,0.070404579
0.82,5.45,0.340853659,0.298844707,0.227235772,0.067156114
0.82,5.6,0.340853659,0.295168713,0.227235772,0.064167111
0.82,5.75,0.340853659,0.291702095,0.227235772,0.061410967
0.82,5.9,0.340853659,0.288434497,0.227235772,0.058864183
0.82,6.05,0.340853659,0.285355217,0.227235772,0.056505984
0.82,6.2,0.340853659,0.282453503,0.227235772,0.054317981
0.82,6.35,0.340853659,0.279718767,0.227235772,0.052283882
0.82,6.5,0.340853659,0.277140731,0.227235772,0.050389224
0.82,6.65,0.340853659,0.274709527,0.227235772,0.048621155
0.82,6.8,0.340853659,0.272415761,0.227235772,0.046968235
0.82,6.95,0.340853659,0.270250542,0.227235772,0.045420259
0.82,7.1,0.340853659,0.268205504,0.227235772,0.043968115
0.82,7.25,0.340853659,0.266272797,0.227235772,0.042603648
0.82,7.4,0.340853659,0.264445085,0.227235772,0.041319544
0.82,7.55,0.340853659,0.262715519,0.227235772,0.04010924
0.82,7.7,0.340853659,0.261077725,0.227235772,0.038966825
0.82,7.85,0.340853659,0.259525771,0.227235772,0.037886974
0.82,8,0.340853659,0.258054146,0.227235772,0.036864878
0.84,0.5,0.34702381,3.70E-15,0.231349206,0.86669293
0.84,0.65,0.34702381,9.57E-14,0.231349206,0.86669293
0.84,0.8,0.34702381,7.63E-14,0.231349206,0.86669293
0.84,0.95,0.34702381,1.60E-06,0.231349205,0.866691056
0.84,1.1,0.34702381,0.077460835,0.231349206,0.77460835
0.84,1.25,0.34702381,0.165964698,0.231349206,0.663858793
0.84,1.4,0.34702381,0.230647822,0.231349206,0.576619555
0.84,1.55,0.34702381,0.278362314,0.231349206,0.506113299
0.84,1.7,0.34702381,0.313570668,0.231349206,0.447958097
0.84,1.85,0.34702381,0.339316738,0.231349206,0.399196162
0.84,2,0.34702381,0.357759507,0.231349206,0.357759507
0.84,2.15,0.34702381,0.370483003,0.231349206,0.322159133
0.84,2.3,0.34702381,0.378684396,0.231349206,0.291295689
0.84,2.45,0.34702381,0.383292311,0.231349206,0.264339525
0.84,2.6,0.34702381,0.385043411,0.231349206,0.240652132
0.84,2.75,0.34702381,0.384533087,0.231349206,0.219733192
0.84,2.9,0.34702381,0.382249602,0.231349206,0.201184001
0.84,3.05,0.34702381,0.378597433,0.231349206,0.184681674
0.84,3.2,0.34702381,0.373913484,0.231349206,0.169960674
0.84,3.35,0.34702381,0.368478592,0.231349206,0.156799401
0.84,3.5,0.34702381,0.362525977,0.231349206,0.145010391
0.84,3.65,0.34702381,0.356247747,0.231349206,0.134433112
0.84,3.8,0.34702381,0.349800218,0.231349206,0.124928649
0.84,3.95,0.34702381,0.34330852,0.231349206,0.116375769
0.84,4.1,0.34702381,0.336870757,0.231349206,0.108667986
0.84,4.25,0.34702381,0.33056187,0.231349206,0.101711345
0.84,4.4,0.34702381,0.32443722,0.231349206,0.095422712
0.84,4.55,0.34702381,0.318535898,0.231349206,0.089728422
0.84,4.7,0.34702381,0.312883723,0.231349206,0.084563168
0.84,4.85,0.34702381,0.307495903,0.231349206,0.079869066
0.84,5,0.34702381,0.302379346,0.231349206,0.075594836
0.84,5.15,0.34702381,0.297534615,0.231349206,0.071695088
0.84,5.3,0.34702381,0.292957563,0.231349206,0.068129666
0.84,5.45,0.34702381,0.288640653,0.231349206,0.064863068
0.84,5.6,0.34702381,0.284574019,0.231349206,0.061863917
0.84,5.75,0.34702381,0.280746293,0.231349206,0.059104483
0.84,5.9,0.34702381,0.277145238,0.231349206,0.056560253
0.84,6.05,0.34702381,0.273758232,0.231349206,0.054209551
0.84,6.2,0.34702381,0.270572618,0.231349206,0.052033196
0.84,6.35,0.34702381,0.267575958,0.231349206,0.050014198
0.84,6.5,0.34702381,0.264756208,0.231349206,0.048137492
0.84,6.65,0.34702381,0.262101833,0.231349206,0.046389705
0.84,6.8,0.34702381,0.25960188,0.231349206,0.044758945
0.84,6.95,0.34702381,0.257246015,0.231349206,0.043234624
0.84,7.1,0.34702381,0.255024538,0.231349206,0.041807301
0.84,7.25,0.34702381,0.252928379,0.231349206,0.040468541
0.84,7.4,0.34702381,0.250949078,0.231349206,0.039210793
0.84,7.55,0.34702381,0.249078769,0.231349206,0.038027293
0.84,7.7,0.34702381,0.247310145,0.231349206,0.036911962
0.84,7.85,0.34702381,0.245636429,0.231349206,0.035859333
0.84,8,0.34702381,0.244051341,0.231349206,0.034864477
0.86,0.5,0.352906977,5.19E-14,0.235271318,0.869092009
0.86,0.65,0.352906977,-4.66E-14,0.235271318,0.869092009
0.86,0.8,0.352906977,1.88E-12,0.235271318,0.869092011
0.86,0.95,0.352906977,1.53E-06,0.235271318,0.869090225
0.86,1.1,0.352906977,0.077693574,0.235271318,0.77693574
0.86,1.25,0.352906977,0.166516264,0.235271318,0.666065058
0.86,1.4,0.352906977,0.231475158,0.235271318,0.578687895
0.86,1.55,0.352906977,0.27941459,0.235271318,0.508026528
0.86,1.7,0.352906977,0.314789218,0.235271318,0.449698883
0.86,1.85,0.352906977,0.340635227,0.235271318,0.400747326
0.86,2,0.352906977,0.359104397,0.235271318,0.359104397
0.86,2.15,0.352906977,0.371774377,0.235271318,0.323282067
0.86,2.3,0.352906977,0.379837183,0.235271318,0.292182449
0.86,2.45,0.352906977,0.384217941,0.235271318,0.26497789
0.86,2.6,0.352906977,0.385651878,0.235271318,0.241032424
0.86,2.75,0.352906977,0.384735368,0.235271318,0.219848782
0.86,2.9,0.352906977,0.381960299,0.235271318,0.201031736
0.86,3.05,0.352906977,0.377737481,0.235271318,0.184262186
0.86,3.2,0.352906977,0.372412707,0.235271318,0.169278503
0.86,3.35,0.352906977,0.366277901,0.235271318,0.155862937
0.86,3.5,0.352906977,0.359579004,0.235271318,0.143831602
0.86,3.65,0.352906977,0.352521787,0.235271318,0.133027089
0.86,3.8,0.352906977,0.345276416,0.235271318,0.123313006
0.86,3.95,0.352906977,0.33798133,0.235271318,0.114569942
0.86,4.1,0.352906977,0.330746788,0.235271318,0.106692512
0.86,4.25,0.352906977,0.323658273,0.235271318,0.099587161
0.86,4.4,0.352906977,0.316779804,0.235271318,0.093170531
0.86,4.55,0.352906977,0.31015716,0.235271318,0.087368214
0.86,4.7,0.352906977,0.303820933,0.235271318,0.082113766
0.86,4.85,0.352906977,0.297789362,0.235271318,0.077347886
0.86,5,0.352906977,0.292070879,0.235271318,0.07301772
0.86,5.15,0.352906977,0.286666342,0.235271318,0.069076227
0.86,5.3,0.352906977,0.28157093,0.235271318,0.065481612
0.86,5.45,0.352906977,0.276775715,0.235271318,0.06219679
0.86,5.6,0.352906977,0.272268938,0.235271318,0.0591889
0.86,5.75,0.352906977,0.26803702,0.235271318,0.056428846
0.86,5.9,0.352906977,0.264065336,0.235271318,0.053890885
0.86,6.05,0.352906977,0.260338811,0.235271318,0.05155224
0.86,6.2,0.352906977,0.256842349,0.235271318,0.049392759
0.86,6.35,0.352906977,0.253561146,0.235271318,0.047394607
0.86,6.5,0.352906977,0.250480903,0.235271318,0.045541982
0.86,6.65,0.352906977,0.247587968,0.235271318,0.043820879
0.86,6.8,0.352906977,0.244869415,0.235271318,0.042218865
0.86,6.95,0.352906977,0.24231309,0.235271318,0.040724889
0.86,7.1,0.352906977,0.239907625,0.235271318,0.039329119
0.86,7.25,0.352906977,0.237642423,0.235271318,0.038022788
0.86,7.4,0.352906977,0.235507642,0.235271318,0.036798069
0.86,7.55,0.352906977,0.233494158,0.235271318,0.035647963
0.86,7.7,0.352906977,0.231593528,0.235271318,0.034566198
0.86,7.85,0.352906977,0.229797946,0.235271318,0.033547145
0.86,8,0.352906977,0.228100206,0.235271318,0.032585744
0.88,0.5,0.358522727,2.43E-14,0.239015152,0.871385937
0.88,0.65,0.358522727,-1.14E-13,0.239015152,0.871385937
0.88,0.8,0.358522727,1.15E-12,0.239015152,0.871385937
0.88,0.95,0.358522727,1.64E-06,0.239015152,0.871384024
0.88,1.1,0.358522727,0.077916111,0.239015152,0.779161097
0.88,1.25,0.358522727,0.167043528,0.239015152,0.66817411
0.88,1.4,0.358522727,0.232265538,0.239015152,0.580663844
0.88,1.55,0.358522727,0.280418574,0.239015152,0.509851952
0.88,1.7,0.358522727,0.315949138,0.239015152,0.451355912
0.88,1.85,0.358522727,0.341885198,0.239015152,0.402217879
0.88,2,0.358522727,0.360370501,0.239015152,0.360370501
0.88,2.15,0.358522727,0.372975177,0.239015152,0.324326241
0.88,2.3,0.358522727,0.380884629,0.239015152,0.292988176
0.88,2.45,0.358522727,0.385018727,0.239015152,0.265530156
0.88,2.6,0.358522727,0.38610929,0.239015152,0.241318306
0.88,2.75,0.358522727,0.384751598,0.239015152,0.219858056
0.88,2.9,0.358522727,0.381439177,0.239015152,0.200757462
0.88,3.05,0.358522727,0.376587484,0.239015152,0.183701212
0.88,3.2,0.358522727,0.370550052,0.239015152,0.168431842
0.88,3.35,0.358522727,0.363629475,0.239015152,0.154735947
0.88,3.5,0.358522727,0.356084873,0.239015152,0.142433949
0.88,3.65,0.358522727,0.348137043,0.239015152,0.131372469
0.88,3.8,0.358522727,0.339972179,0.239015152,0.121418635
0.88,3.95,0.358522727,0.331744844,0.239015152,0.112455879
0.88,4.1,0.358522727,0.323580635,0.239015152,0.10438085
0.88,4.25,0.358522727,0.315578844,0.239015152,0.097101183
0.88,4.4,0.358522727,0.307815239,0.239015152,0.090533894
0.88,4.55,0.358522727,0.30034498,0.239015152,0.08460422
0.88,4.7,0.358522727,0.293205604,0.239015152,0.079244758
0.88,4.85,0.358522727,0.286419972,0.239015152,0.074394798
0.88,5,0.358522727,0.279999064,0.239015152,0.069999766
0.88,5.15,0.358522727,0.273944535,0.239015152,0.066010731
0.88,5.3,0.358522727,0.268250961,0.239015152,0.062383945
0.88,5.45,0.358522727,0.262907764,0.239015152,0.059080396
0.88,5.6,0.358522727,0.257900787,0.239015152,0.056065388
0.88,5.75,0.358522727,0.253213571,0.239015152,0.05330812
0.88,5.9,0.358522727,0.248828344,0.239015152,0.050781295
0.88,6.05,0.358522727,0.244726779,0.239015152,0.048460748
0.88,6.2,0.358522727,0.240890545,0.239015152,0.046325105
0.88,6.35,0.358522727,0.237301702,0.239015152,0.044355458
0.88,6.5,0.358522727,0.233942976,0.239015152,0.042535086
0.88,6.65,0.358522727,0.230797929,0.239015152,0.040849191
0.88,6.8,0.358522727,0.22785106,0.239015152,0.039284665
0.88,6.95,0.358522727,0.225087854,0.239015152,0.037829891
0.88,7.1,0.358522727,0.222494792,0.239015152,0.036474556
0.88,7.25,0.358522727,0.220059332,0.239015152,0.035209493
0.88,7.4,0.358522727,0.217769873,0.239015152,0.034026543
0.88,7.55,0.358522727,0.215615711,0.239015152,0.032918429
0.88,7.7,0.358522727,0.213586986,0.239015152,0.031878655
0.88,7.85,0.358522727,0.211674625,0.239015152,0.030901405
0.88,8,0.358522727,0.209870283,0.239015152,0.029981469
0.9,0.5,0.363888889,1.15E-14,0.242592593,0.873582675
0.9,0.65,0.363888889,3.94E-14,0.242592593,0.873582675
0.9,0.8,0.363888889,1.44E-12,0.242592593,0.873582675
0.9,0.95,0.363888889,1.74E-06,0.242592592,0.873580654
0.9,1.1,0.363888889,0.07812923,0.242592593,0.781292303
0.9,1.25,0.363888889,0.167548427,0.242592593,0.670193708
0.9,1.4,0.363888889,0.23302202,0.242592593,0.58255505
0.9,1.55,0.363888889,0.281378417,0.242592593,0.511597122
0.9,1.7,0.363888889,0.317055656,0.242592593,0.452936652
0.9,1.85,0.363888889,0.343072934,0.242592593,0.403615216
0.9,2,0.363888889,0.361565114,0.242592593,0.361565114
0.9,2.15,0.363888889,0.374093603,0.242592593,0.325298786
0.9,2.3,0.363888889,0.381835595,0.242592593,0.293719689
0.9,2.45,0.363888889,0.385703712,0.242592593,0.26600256
0.9,2.6,0.363888889,0.386424007,0.242592593,0.241515004
0.9,2.75,0.363888889,0.384588053,0.242592593,0.219764602
0.9,2.9,0.363888889,0.380688316,0.242592593,0.200362272
0.9,3.05,0.363888889,0.375142364,0.242592593,0.182996275
0.9,3.2,0.363888889,0.368309401,0.242592593,0.167413364
0.9,3.35,0.363888889,0.36050141,0.242592593,0.153404856
0.9,3.5,0.363888889,0.351990481,0.242592593,0.140796192
0.9,3.65,0.363888889,0.343013466,0.242592593,0.129439044
0.9,3.8,0.363888889,0.333774906,0.242592593,0.119205323
0.9,3.95,0.363888889,0.324448935,0.242592593,0.10998269
0.9,4.1,0.363888889,0.315180775,0.242592593,0.101671218
0.9,4.25,0.363888889,0.306088242,0.242592593,0.094180998
0.9,4.4,0.363888889,0.297263562,0.242592593,0.087430459
0.9,4.55,0.363888889,0.288775592,0.242592593,0.081345237
0.9,4.7,0.363888889,0.280672436,0.242592593,0.075857415
0.9,4.85,0.363888889,0.272984338,0.242592593,0.070905023
0.9,5,0.363888889,0.265726679,0.242592593,0.06643167
0.9,5.15,0.363888889,0.258902905,0.242592593,0.062386242
0.9,5.3,0.363888889,0.252507248,0.242592593,0.058722616
0.9,5.45,0.363888889,0.246527142,0.242592593,0.055399358
0.9,5.6,0.363888889,0.240945266,0.242592593,0.052379406
0.9,5.75,0.363888889,0.23574123,0.242592593,0.049629733
0.9,5.9,0.363888889,0.2308929,0.242592593,0.047121
0.9,6.05,0.363888889,0.226377412,0.242592593,0.04482721
0.9,6.2,0.363888889,0.222171921,0.242592593,0.042725369
0.9,6.35,0.363888889,0.21825413,0.242592593,0.040795165
0.9,6.5,0.363888889,0.214602648,0.242592593,0.039018663
0.9,6.65,0.363888889,0.211197212,0.242592593,0.037380038
0.9,6.8,0.363888889,0.208018817,0.242592593,0.035865313
0.9,6.95,0.363888889,0.205049764,0.242592593,0.034462145
0.9,7.1,0.363888889,0.202273663,0.242592593,0.033159617
0.9,7.25,0.363888889,0.199675401,0.242592593,0.031948064
0.9,7.4,0.363888889,0.197241084,0.242592593,0.030818919
0.9,7.55,0.363888889,0.19495797,0.242592593,0.029764576
0.9,7.7,0.363888889,0.192814389,0.242592593,0.028778267
0.9,7.85,0.363888889,0.190799666,0.242592593,0.027853966
0.9,8,0.363888889,0.188904044,0.242592593,0.026986292
0.92,0.5,0.369021739,-8.84E-15,0.246014493,0.875689329
0.92,0.65,0.369021739,-3.88E-15,0.246014493,0.875689329
0.92,0.8,0.369021739,-9.02E-13,0.246014493,0.875689329
0.92,0.95,0.369021738,1.54E-06,0.246014493,0.875687545
0.92,1.1,0.369021739,0.078333637,0.246014493,0.783336371
0.92,1.25,0.369021739,0.168032684,0.246014493,0.672130738
0.92,1.4,0.369021739,0.233747311,0.246014493,0.584368278
0.92,1.55,0.369021739,0.282297785,0.246014493,0.513268701
0.92,1.7,0.369021739,0.318113379,0.246014493,0.454447685
0.92,1.85,0.369021739,0.344203968,0.246014493,0.404945845
0.92,2,0.369021739,0.362694661,0.246014493,0.362694661
0.92,2.15,0.369021739,0.375136869,0.246014493,0.326205973
0.92,2.3,0.369021739,0.382697838,0.246014493,0.294382952
0.92,2.45,0.369021739,0.386280677,0.246014493,0.266400467
0.92,2.6,0.369021739,0.386602872,0.246014493,0.241626795
0.92,2.75,0.369021739,0.384248996,0.246014493,0.219570855
0.92,2.9,0.369021739,0.379706804,0.246014493,0.199845686
0.92,3.05,0.369021739,0.373392214,0.246014493,0.182142543
0.92,3.2,0.369021739,0.365666589,0.246014493,0.166212086
0.92,3.35,0.369021739,0.356848493,0.246014493,0.151850422
0.92,3.5,0.369021739,0.347221359,0.246014493,0.138888543
0.92,3.65,0.369021739,0.337038123,0.246014493,0.127184197
0.92,3.8,0.369021739,0.326523625,0.246014493,0.11661558
0.92,3.95,0.369021739,0.315875515,0.246014493,0.107076446
0.92,4.1,0.369021739,0.305264333,0.246014493,0.098472365
0.92,4.25,0.369021739,0.294833364,0.246014493,0.090717958
0.92,4.4,0.369021739,0.284698795,0.246014493,0.08373494
0.92,4.55,0.369021739,0.274950501,0.246014493,0.077450845
0.92,4.7,0.369021739,0.265653648,0.246014493,0.071798283
0.92,4.85,0.369021739,0.256851062,0.246014493,0.066714562
0.92,5,0.369021739,0.248566187,0.246014493,0.062141547
0.92,5.15,0.369021739,0.240806376,0.246014493,0.058025633
0.92,5.3,0.369021739,0.233566241,0.246014493,0.05431773
0.92,5.45,0.369021739,0.226830804,0.246014493,0.050973214
0.92,5.6,0.369021739,0.220578315,0.246014493,0.047951808
0.92,5.75,0.369021739,0.214782618,0.246014493,0.045217393
0.92,5.9,0.369021739,0.209415068,0.246014493,0.042737769
0.92,6.05,0.369021739,0.204445995,0.246014493,0.040484355
0.92,6.2,0.369021739,0.199845792,0.246014493,0.038431883
0.92,6.35,0.369021739,0.195585672,0.246014493,0.03655807
0.92,6.5,0.369021739,0.191638172,0.246014493,0.034843304
0.92,6.65,0.369021739,0.187977455,0.246014493,0.033270346
0.92,6.8,0.369021739,0.184579468,0.246014493,0.031824046
0.92,6.95,0.369021739,0.181421997,0.246014493,0.030491092
0.92,7.1,0.369021739,0.17848464,0.246014493,0.029259777
0.92,7.25,0.369021739,0.175748748,0.246014493,0.0281198
0.92,7.4,0.369021739,0.173197323,0.246014493,0.027062082
0.92,7.55,0.369021739,0.170814908,0.246014493,0.026078612
0.92,7.7,0.369021739,0.168587466,0.246014493,0.025162308
0.92,7.85,0.369021739,0.166502264,0.246014493,0.0243069
0.92,8,0.369021739,0.164547754,0.246014493,0.023506822
0.94,0.5,0.37393617,3.74E-15,0.24929078,0.877712267
0.94,0.65,0.37393617,-2.49E-14,0.24929078,0.877712267
0.94,0.8,0.37393617,2.31E-12,0.24929078,0.877712267
0.94,0.95,0.37393617,1.69E-06,0.24929078,0.877710313
0.94,1.1,0.37393617,0.078529958,0.24929078,0.785299576
0.94,1.25,0.37393617,0.168497834,0.24929078,0.673991335
0.94,1.4,0.37393617,0.234443816,0.24929078,0.58610954
0.94,1.55,0.37393617,0.283179927,0.24929078,0.514872595
0.94,1.7,0.37393617,0.319126384,0.24929078,0.455894835
0.94,1.85,0.37393617,0.345283194,0.24929078,0.406215522
0.94,2,0.37393617,0.363764819,0.24929078,0.363764819
0.94,2.15,0.37393617,0.376111341,0.24929078,0.32705334
0.94,2.3,0.37393617,0.383478161,0.24929078,0.294983201
0.94,2.45,0.37393617,0.386756309,0.24929078,0.266728489
0.94,2.6,0.37393617,0.386651367,0.24929078,0.241657104
0.94,2.75,0.37393617,0.383736758,0.24929078,0.219278148
0.94,2.9,0.37393617,0.378490596,0.24929078,0.199205577
0.94,3.05,0.37393617,0.371321604,0.24929078,0.18113249
0.94,3.2,0.37393617,0.362587491,0.24929078,0.164812496
0.94,3.35,0.37393617,0.35260786,0.24929078,0.150045898
0.94,3.5,0.37393617,0.341672982,0.24929078,0.136669193
0.94,3.65,0.37393617,0.330049242,0.24929078,0.124546884
0.94,3.8,0.37393617,0.317981885,0.24929078,0.113564959
0.94,3.95,0.37393617,0.305695539,0.24929078,0.103625606
0.94,4.1,0.37393617,0.293393087,0.24929078,0.094642931
0.94,4.25,0.37393617,0.281253507,0.24929078,0.08653954
0.94,4.4,0.37393617,0.269429436,0.24929078,0.079243952
0.94,4.55,0.37393617,0.258045189,0.24929078,0.072688786
0.94,4.7,0.37393617,0.247195853,0.24929078,0.06680969
0.94,4.85,0.37393617,0.236947834,0.24929078,0.061544892
0.94,5,0.37393617,0.227340894,0.24929078,0.056835224
0.94,5.15,0.37393617,0.218391428,0.24929078,0.05262444
0.94,5.3,0.37393617,0.210096533,0.24929078,0.048859659
0.94,5.45,0.37393617,0.202438365,0.24929078,0.045491767
0.94,5.6,0.37393617,0.195388336,0.24929078,0.042475725
0.94,5.75,0.37393617,0.188910835,0.24929078,0.039770702
0.94,5.9,0.37393617,0.182966308,0.24929078,0.037340063
0.94,6.05,0.37393617,0.177513655,0.24929078,0.035151219
0.94,6.2,0.37393617,0.172511982,0.24929078,0.033175381
0.94,6.35,0.37393617,0.167921806,0.24929078,0.031387254
0.94,6.5,0.37393617,0.163705825,0.24929078,0.029764695
0.94,6.65,0.37393617,0.15982934,0.24929078,0.028288379
0.94,6.8,0.37393617,0.156260452,0.24929078,0.026941457
0.94,6.95,0.37393617,0.152970081,0.24929078,0.025709257
0.94,7.1,0.37393617,0.149931882,0.24929078,0.024578997
0.94,7.25,0.37393617,0.147122088,0.24929078,0.023539534
0.94,7.4,0.37393617,0.144519327,0.24929078,0.022581145
0.94,7.55,0.37393617,0.142104416,0.24929078,0.021695331
0.94,7.7,0.37393617,0.139860155,0.24929078,0.02087465
0.94,7.85,0.37393617,0.137771132,0.24929078,0.020112574
0.94,8,0.37393617,0.135823533,0.24929078,0.019403362
0.96,0.5,0.378645833,1.06E-15,0.252430556,0.879657217
0.96,0.65,0.378645833,-6.72E-14,0.252430556,0.879657217
